filename,label
video1.mp4,0.6260
video2.mp4,0.9541
video3.mp4,0.7319
video4.mp4,0.9900
video5.mp4,0.9834
video6.mp4,0.9900
video7.mp4,0.9900
video8.mp4,0.9556
video9.mp4,0.9900
video10.mp4,0.9507
video11.mp4,0.6587
video12.mp4,0.9761
video13.mp4,0.5684
video14.mp4,0.9900
video15.mp4,0.9900
video16.mp4,0.9858
video17.mp4,0.9900
video18.mp4,0.2009
video19.mp4,0.9900
video20.mp4,0.9829
video21.mp4,0.9900
video22.mp4,0.9795
video23.mp4,0.8184
video24.mp4,0.9900
video25.mp4,0.9900
video26.mp4,0.9512
video27.mp4,0.9900
video28.mp4,0.9900
video29.mp4,0.9702
video30.mp4,0.9272
video31.mp4,0.9900
video32.mp4,0.9900
video33.mp4,0.9771
video34.mp4,0.7798
video35.mp4,0.9900
video36.mp4,0.9482
video37.mp4,0.0555
video38.mp4,0.9900
video39.mp4,0.9900
video40.mp4,0.3354
video41.mp4,0.9900
video42.mp4,0.8408
video43.mp4,0.9600
video44.mp4,0.9900
video45.mp4,0.5000
video46.mp4,0.9900
video47.mp4,0.9849
video48.mp4,0.9900
video49.mp4,0.0696
video50.mp4,0.9893
video51.mp4,0.9878
video52.mp4,0.5000
video53.mp4,0.0707
video54.mp4,0.9900
video55.mp4,0.9766
video56.mp4,0.6758
video57.mp4,0.9900
video58.mp4,0.5000
video59.mp4,0.9829
video60.mp4,0.7466
video61.mp4,0.5000
video62.mp4,0.9683
video63.mp4,0.9648
video64.mp4,0.9900
video65.mp4,0.9900
video66.mp4,0.9900
video67.mp4,0.9900
video68.mp4,0.5610
video69.mp4,0.6914
video70.mp4,0.8013
video71.mp4,0.9692
video72.mp4,0.9900
video73.mp4,0.6733
video74.mp4,0.9893
video75.mp4,0.9900
video76.mp4,0.9900
video77.mp4,0.2329
video78.mp4,0.3799
video79.mp4,0.9683
video80.mp4,0.9292
video81.mp4,0.9824
video82.mp4,0.9438
video83.mp4,0.9702
video84.mp4,0.9900
video85.mp4,0.7798
video86.mp4,0.9844
video87.mp4,0.7822
video88.mp4,0.7515
video89.mp4,0.9761
video90.mp4,0.9900
video91.mp4,0.6006
video92.mp4,0.9668
video93.mp4,0.5000
video94.mp4,0.9810
video95.mp4,0.7026
video96.mp4,0.9900
video97.mp4,0.5146
video98.mp4,0.9900
video99.mp4,0.9771
video100.mp4,0.9900
video101.mp4,0.9900
video102.mp4,0.6875
video103.mp4,0.9900
video104.mp4,0.9707
video105.mp4,0.9900
video106.mp4,0.5830
video107.mp4,0.7275
video108.mp4,0.7314
video109.mp4,0.0100
